"ID","Place","DecLatitude","DecLongitude","Source","ModernName","Alternative.Name","Near","Ocean","Spanish","Dutch","French","Notes"
"1128","Porto Cavallo","10.48","-68.03","Times Atlas of the World","Puerto Cabello, Venezuela","","","","","",NA,""
"1129","Porto Crajo","14.92","-23.52","","Porto Praia, Cape Verdes","","","","","",NA,""
"1130","Porto Kabello","10.48","-68.03","Times Atlas of the World","Puerto Cabello, Venezuela","","","","","",NA,""
"1131","Porto Praaija","10.92","-23.52","","Porto Praia, Cape Verdes","","","","","",NA,""
"1132","Porto Praija","14.92","-23.52","","Porto Praia, Cape Verdes","","","","","",NA,""
"1133","Porto Praijo","14.92","-23.52","","Porto Praia, Cape Verdes","","","","","",NA,""
"1134","Porto Praya","14.92","-23.52","","Porto Praia, Cape Verdes","","","","","",NA,""
"1135","Porto Prayo","14.92","-23.52","","Porto Praia, Cape Verdes","","","","","",NA,""
"1136","Porto Sancto","33.07","-16.33","","Isla de Porto Santo","","Madeira","North Atlantic","","",NA,""
"1137","Porto Santo","33.07","-16.33","","Porto Santo, NE Madeira","","","","","",NA,""
"1138","Portsmouth","50.8","-1.08","Times Atlas of the World","Portsmouth, Hants. England ","","","","","",NA,""
"1139","Post St Andries","6.77","-58.17","Times Atlas of the World","Georgetown, Guyana","","","","","",NA,""
"1140","Poulo Baby","-5.8","106.28","Atlas van Tropisch Nederland 1938","Babi Island","","","","","",NA,""
"1141","Praya","14.92","-23.52","","Porto Praia, Cape Verdes","","","","","",NA,""
"1142","Preist Island (Priest Island?)","64.6","-14.18","Times Atlas of the World","Papey, Iceland","","Iceland","North Atlantic","","",NA,""
"1143","Prince of Wales Island","5.5","100.5","","Pinang","Penang","West coast of Malay in the Malacca Straits","Indian","","",NA,""
"1144","Prince Rupert's Bay","15.5833333333333","-61.4833333333333","","","","Dominica","North Atlantic","","",NA,""
"1145","Prince William's Sound","60.5","-147","Times Atlas of the World","Prince William Sound, Alaska, USA","","","","","",NA,""
"1146","Princen eiland","-6.55","105.23","Times Atlas of the World","Panaitan, Indonesia","","","","","",NA,""
"1147","Princes","1.62","7.4","Africa Pilot, Vol 2. #2","Ilha do Principe?","","","","","",NA,""
"1148","Princess Island","1.62","7.4","Africa Pilot, Vol 2. #2","","Princes Island","Gulf of Guinea","North Atlantic","","",NA,""
"1149","Principe","1.62","7.45","Times Atlas of the World","Principe, Isle G of Guinea","","","","","",NA,""
"1150","Pt Palmiras","20.77","86.98","","","","","","","",NA,""
"1151","Pt Rondo (Banda?)","5.5","95.37","","longitude of the N tip of Sumatra - Aceh - has been taken","","","","","",NA,""
"1152","Puerto de Naos (Lanzarote)","28.95","-13.55","Times Atlas of the World","Arrecife, Lanzarote, Canary Islands, Spain","","","","","",NA,""
"1153","Puerto Praya","14.92","-23.52","","Porto Praia, Cape Verdes","","","","","",NA,""
"1154","Puerto Rico","18.4833","-66.1333","Times Atlas of the World","Puerto Rico","","","","","",NA,""
"1155","Pullicat","13.15","80.27","","","","Madras","Indian Ocean","","",NA,"estimate"
"1156","Pulo Auore","2.45","104.52","China Sea Pilot Vol 1, #30","Longitude of Pulau Aur is the first guess. pilot 30","","","","","",NA,""
"1157","Pulo Auro","2.45","104.52","China Sea Pilot Vol 1, #30","Aur","","off Singapore","Indian Ocean","","",NA,""
"1158","Pulo Button","6.59","99.23","Pilot 44","Rawi, Butang group, Thailand","","","","","",NA,""
"1159","Pulo Condore","8.68","106.6","Times Atlas of the World","Con Son","","","","","",NA,""
"1160","Pulo Jara","4","100.75","","","","","","","",NA,"Estimate"
"1161","Pulo Jarro","3.9706","100.1388","DavidRumsey.com","","P. Jara","Straits of Mallaca","Indian Ocean","","",NA,""
"1162","Pulo Pera","5.7","98.93","Malacca Strait and West Coast of Sumatra Pilot #44","Pulau Perak","","","","","",NA,""
"1163","Pulo Perah","5.7","98.93","Malacca Strait and West Coast of Sumatra Pilot #44","Island of Perak","Pera","Straits of Malacca","Indian Ocean","","",NA,""
"1164","Pulo Pinang","3.55","102.566666666667","Alexandria","Pinang or Penang","Prince of Wales Island","Straits of Mallaca, near George Town Malaysia","Indian Ocean","","",NA,""
"1165","Pulo Roundo","5.5","95.37","","","","","","","",NA,"Estimate"
"1166","Pulo Sapata","9.98","109.08","Pilot #30 China Sea","Poulo Sepate","","","","","",NA,""
"1167","Pulo Tiamon","2.8","104.17","","","","","","","",NA,""
"1168","Pulo Timoan","2.72","104.22","Pilot #30 China Sea","Pulau Tioman","","","","","",NA,""
"1169","Pulo Timoane","2.72","104.22","Pilot #30 China Sea","Pulau Tioman","","","","","",NA,""
"1170","Punnacaijl","8.63","78.12","Pilot #38, West Coast of India","Punnaikayal, Tuticorin, India","","","","","",NA,""
"1171","Punte Gale","6.02","80.22","Times Atlas of the World","Galle, Sri Lanka","","","","","",NA,""
"1172","Punto Cail","8.63","78.12","Pilot #38, West Coast of India","Punnaikayal, Tuticorin, India","","","","","",NA,""
"1173","Punto Gale","6.02","80.22","Times Atlas of the World","Galle, Sri Lanka","","","","","",NA,""
"1174","Quarmey","-10.05","-78.13","","","","","","","",NA,""
"1175","Querimbo","-12.42","40.6","RayTech Navigator","Ilha Quirimba (Mozambique)","","","Indian Ocean","","",NA,""
"1176","Quiloa","-9.5","39.5","","","","East Africa just north of Cape Delgado","Indian Ocean","","",NA,""
"1177","Ragama","7","79.8","","","","","","","",NA,"Estimate"
"1178","Rame Head","50.25","-4.25","","","","Plymouth","North Atlantic","","",NA,""
"1179","Ramhead","50.32","-4.22","Times Atlas of the World","Rame Head (Cornwall)","","","","","",NA,""
"1180","Ramshead (Ramsgate), England","51.33","1.42","","","","","","","",NA,""
"1181","Rat Island","-3.83","102.19","Malacca Start and West Coast of Sumatra Pilot, #44","Pulau Tikus","","Bengkulu, Sumatra","Indian Ocean","","",NA,"Island offshore near Bengkulu"
"1182","Rays Road","-19.6166666666667","63.4166666666667","","","Diego Ray Road","Rodrigues","Indian Ocean","Diego for Rodriques","",NA,""
"1183","Rebellion Road","32.79","-79.93","Clive Wilkinson and Lloyds Maritime Atlas","Charleston Harbour (S.C.)","","","","","",NA,""
"1184","Recife/Pernambuco/Cp St. Augustin","-8.1","-34.88","","","","","","","",NA,""
"1185","Red Point","-8.65","114.1","Indonesia Pilot vol II, #34","Pulau Merah","","","","","",NA,""
"1186","Reet Eiland","39.55","75.55","vocab.pub.getty.edu","Reedy Island, Delaware, USA","","","","","",NA,""
"1187","Resolution","61.5","-64.17","","Cape Resolution, NB??","","","","","",NA,""
"1188","Reunion (Don Mascaron), Le Port","-20.92","55.3","","","","","","","",NA,""
"1189","Reykjavik","64.15","-21.97","Times Atlas of the World","","","","","","",NA,""
"1190","Rhode Island","41.83","-71.47","","","","","","","",NA,""
"1191","Rhode Island Lighthouse","41.83","-71.47","","","","","","","",NA,""
"1192","Rict Eiland","39.55","75.55","vocab.pub.getty.edu","Reedy Island, Delaware, USA","","","","","",NA,""
"1193","Rio Berbiecie voor Plantage de Herstelling","6.3","-57.57","Times Atlas of the World","Rio Berbice entrance","","","","","",NA,""
"1194","Rio de Janeiro","-22.88","-43.28","","","","","","","",NA,""
"1195","Rio de Jeneiro","-22.88","-43.28","","Rio de Janeiro","","","","","",NA,""
"1196","Rio de la Plata","-38","-57.5333","Times Atlas of the World","Mar del Plata, Argentina","","","","","",NA,""
"1197","Rio Demerarij","6.77","-58.17","Times Atlas of the World","Demerara River entrance","","","","","",NA,""
"1198","Rio Janeiro","-22.88","-43.28","","Rio de Janeiro","","","","","",NA,""
"1199","Rio Sester","5.47","-9.53","","Rio Cess, Liberia","","","","","",NA,""
"1200","Riouw","0.93","104.45","Pilot #36","Riouw","","","","","",NA,""
"1201","River Banjor","-3.52","114.48","Davidrumsey.com","Barito, Borneo","","","","","",NA,""
"1202","River Gambia","13.47","-16.65","Times Atlas of the World","Gambia river entrance","","","","","",NA,""
"1203","River Grand Sister","-4.57","-8.23","Pilot #1, p. 248","Grand Sesters River","","NW of Cape Palmas, Liberia","North Atlantic","","",NA,""
"1204","River Hughly","21.7","88","Times Atlas of the World","Hugli river, India","","","","","",NA,""
"1205","Rivier Berbice","6.3","-57.57","Times Atlas of the World","Rio Berbice entrance","","","","","",NA,""
"1206","Rivier Demerarij","6.77","-58.17","Times Atlas of the World","Demerara River entrance","","","","","",NA,""
"1207","rivier Demerary","6.77","-58.17","Times Atlas of the World","Demerara River entrance","","","","","",NA,""
"1208","Rivier Kommewijne","5.88","-55.08","Times Atlas of the World","Commewijne River entrance","","","","","",NA,""
"1209","rivier van Cork","51.8","-8.27","Times Atlas of the World","","","","","","",NA,""
"1210","Rivier van Demerary","6.77","-58.17","Times Atlas of the World","Demerara River entrance","","","","","",NA,""
"1211","rivier voorbij Bramspunt","6","-55.17","Times Atlas of the World","Braams Punt C, Surinam","","","","","",NA,""
"1212","Robben Eiland","-33.8","18.37","Times Atlas of the World","Robbeneiland","","","","","",NA,""
"1213","Robbeneiland","-33.8","18.37","Times Atlas of the World","Robbeneiland","","","","","",NA,""
"1214","Robbins Island","-33.8","18.37","Times Atlas of the World","Robbeneiland, South Africa","","Near Table Bay, South Africa","South Atlantic","","",NA,""
"1215","Rock of Lisbon","38.72","-9.13","","","","","","","",NA,""
"1216","Rodrigues Island (Digo Rais/Sandy Isl)","-19.68","63.3","","","","","","","",NA,""
"1217","Rosulgate aka Ras al Khabban, Oman","22.52","59.75","","","","","","","",NA,""
"1218","Rotterdam","-6","106.72","Atlas van Tropisch Nederland 1938","","","","","","",NA,""
"1219","Rouwen Eiland","-6.97","105.75","Times Atlas of the World","Tinjil, islds Java, Indonesia","","","","","",NA,""
"1220","S. Christo (off NE Madagascar)","-16.17","44.45","","","","","","","",NA,""
"1221","Sable Island","43.92","-49.867","","","","","","","",NA,""
"1222","Saccondu","4.9833","-1.7167","Times Atlas of the World","Sekondi, Ghana","","","","","",NA,""
"1223","Sacrifice Rocks","11.5","75.53","Pilot #38, West Coast of India","Sacrifice Rock, India","","Calicut","Indian Ocean","","",NA,""
"1224","Saddle Bank, near Great Savage Island HB","62","-66","","","","","","","",NA,""
"1225","Saddleback Island","62","-66","","Saddle Bank??","","","","","",NA,""
"1226","Saderrass","12.6","80.2","Bay of Bengal Pilot, #21","Sadras?","","","","","",NA,""
"1227","Sagar Island, Calcutta, India","21.5","88.17","","","","","","","",NA,""
"1228","Saint Thomas","0.32","6.72","","St Thomas island (San Tome'), W Africa","","","","","",NA,""
"1229","Sal","16.78","-22.9","","Sal, Cape Verde Islands","","","","","",NA,""
"1230","Saldanha Baai","-33.03","17.93","Times Atlas of the World","Saldanha bay, South Africa","","","","","",NA,""
"1231","Saldanne baaij","-33.03","17.93","Times Atlas of the World","","","","","","",NA,""
"1232","Salisbury Isl, E end HB","63.5","-76.5","","","","","","","",NA,""
"1233","Salt Key","25.1","-77.28","Times Atlas of the World","Salt Cay","","","","","",NA,""
"1234","Saltee Islands","52.1666666666667","-6.63333333333333","","","","Southern coast of Ireland","North Atlantic","","",NA,""
"1235","Salvador/Bahia/Cape S Antoine, Brazil","-12.97","-38.48","","","","","","","",NA,""
"1236","Salvages","28.1","-15.4","","","","","","","",NA,""
"1237","Samanna","19.33","-69.15","Times Atlas of the World","Cape Samana","","north-east coast of dominican repuplic","North Atlantic","","",NA,""
"1238","Samarang","-6.97","110.48","Times Atlas of the World","Semarang, Java, Indonesia","","","","","",NA,""
"1239","Samatra","0","102.27","Times Atlas of the World","Sumatra, Indonesia","","","","","",NA,""
"1240","Samberaro","18.62","-63.43","","","","","","","",NA,""
"1241","Sambrero","18.62","-63.43","","","","","","","",NA,""
"1242","Sambro","44.48","-63.6","","","","","","","",NA,""
"1243","Sambvangan","6.92","122.08","Times Atlas of the World","Zamboanga, mindanao, Phillippines","","","","","",NA,""
"1244","SAN BERNARDINO","12.333","124","","San Bernardinao Strait","","Philippines","Pacific","","",NA,"Estimated"
"1245","San Blas","21.5333","-105.32","Lloyds Maritime Atlas","","","","Pacific Ocean","","",NA,""
"1246","San Franciscos (river), Brazil","-11","-37","","","","","","","",NA,""
"1247","San Juan de Puerto Rico","18.4833","-66.1333","Times Atlas of the World","San Juan, Puerto Rico","","","","","",NA,""
"1248","San Nicolas","19.8","-73.5","Times Atlas of the World","Mole St. Nicolas, le, Haiti","","","","","",NA,""
"1249","San Sabastian","-22.8833","-43.2833","Times Atlas of the World","Rio de Janeiro, Brazil","","","","","",NA,""
"1250","San Salvador","-12.97","-38.48","","Salvador","Bahia","South America","South Atlantic","","",NA,""
"1251","San Tiago (St Jago), Cape Verdes","15","-23.5","","","","","","","",NA,""
"1252","Sandy Hook","40.47","-74","Lloyds Maritime Atlas","","","New York","North Atlantic","","",NA,""
"1253","Sandy Hook (New York)","40.47","-74","Lloyds Maritime Atlas","","","","","","",NA,""
"1254","Sandy Island","-23.55","43.2333333333333","","Sandy Island, Madagascar (not Rodrigues)","","St Augustines Bay, Madagascar","Indian Ocean","","",NA,""
"1255","Sandy Island, Indian coast (Minicoy?)","8.48","73.02","","","","","","","",NA,""
"1256","Sandy Point","44.52","-68.82","Lloyds Maritime Atlas","Sandy Point, Maine (USA)","","","","","",NA,""
"1257","Sangur isle, Bengal bay (no coord)","20","90","","","","","","","",NA,""
"1258","Santa Croix","28.47","-16.25","Times Atlas of the World","Santa Cruz de Teneriffe, Canary Is.","","","","","",NA,""
"1259","Santa Cruz","28.47","-16.25","Times Atlas of the World","Santa Cruz de Teneriffe, Canary Is.","","","","","",NA,""
"1260","Santa Cruz de Tenerife","28.47","-16.25","Times Atlas of the World","Santa Cruz de Teneriffe, Canary Is.","","","","","",NA,""
"1261","Santa Pola","38.2","-0.5333","Times Atlas of the World","Santa Pola, Spain","","","","","",NA,""
"1262","Santiago","-16","40.1","","Sangage","","","","","",NA,"Estimated in Africa"
"1263","Santiago de Cuba","20","-75.8167","Times Atlas of the World","Santiago de Cuba, Cuba","","","","","",NA,""
"1264","Santo Domingo","18.5","-69.95","Times Atlas of the World","Santo Domingo, Dominican Rep.","","","","","",NA,""
"1265","Sao Tome","0.32","6.72","","","","","","","",NA,""
"1266","Sapata","9.98","109.08","Pilot #30 China Sea","Poulo Sepate","","","","","",NA,""
"1267","Savage Island, Greater HB fake","62","-70.5","","","","","","","",NA,""
"1268","Saxemburgh","-30.4166666666667","-18.8333333333333","","","","","South Atlantic","","",NA,"Though sighted this island probably does not exiSt  Latitudes generally agree, however the island has been placed as far west as 28:20W, on the edge of the Rio Grande Rise where the water should be too deep."
"1269","Scatari Island","46.0833333333333","-59.8333333333333","","Scaterie Island","Scaterie","Most easterly part of Nova Scotia, north of Louisbourg","North Atlantic","","",NA,""
"1270","Scatarie Island","46.03","-59.72","Times Atlas of the World","","","","","","",NA,""
"1271","Scatra","12.6","53.98","","Socotra island (Hadiboh)","","","","","",NA,""
"1272","Scattery Island","52.62","-9.52","Times Atlas of the World","","","","","","",NA,""
"1273","Schapeneiland","-33.08","18.02","Pilot #2, p179","Skaap (Schapen) Island, Saldanha bay, South Africa","","","","","",NA,""
"1274","Schiedam","-5.98","106.75","Atlas van Tropisch Nederland 1938","","","","","","",NA,""
"1275","Schiedam, Almanshavetie","-5.98","106.75","Atlas van Tropisch Nederland 1938","","","","","","",NA,""
"1276","Schiedam, over den Beer","-5.98","106.75","Atlas van Tropisch Nederland 1938","","","","","","",NA,""
"1277","Scilly","49.92","-6.3","","Scilly isl, England (St Marys)","","","","","",NA,""
"1278","Scilly Light House","49.92","-6.3","","Scilly isl, England (St Marys)","","","","","",NA,""
"1279","Selangor","3.4","101.2","Times Atlas of the World","Kuala Selangor, Pen Malaysia","","","","","",NA,""
"1280","Senegal","14.67","-17.43","","Dakar?","","","","","",NA,""
"1281","Senegal Bar","15.87","-16.52","","Estimated near Isle de Picardie","","","","","",NA,""
"1282","Senegal River","16.02","-16.5","Times Atlas of the World","Senegal River, Senegal","","","","","",NA,""
"1283","Sequateno, Mexico (near Acapulco)","17.2","-99","","","","","","","",NA,""
"1284","Sequineta, W.Mexico (Arista?)","15.93","-93.8","","","","","","","",NA,""
"1285","Seville, Spain","37.4","-5.98","","","","","","","",NA,""
"1286","Shetland Islands (estimate)","60.5","1","","","","","","","",NA,""
"1287","siberut","-1.33","99","Schoolatlas der gehele Aarde, 1927","Siberut, Indonesia","","","","","",NA,""
"1288","Sierra Leon","8.52","-13.33","","","","","","","",NA,""
"1289","Sierra Leone","8.52","-13.33","","","","","","","",NA,""
"1290","Sijmonsbaai","-34.35","18.5","Pilot #2, p191","Cape of Good Hope, South Africa","","","","","",NA,""
"1291","Simons Baai","-34.35","18.5","Pilot #2, p191","Cape of Good Hope, South Africa","","","","","",NA,""
"1292","Simons Baaij, Cabo de Goede Hoop","-34.35","18.5","Pilot #2, p191","Cape of Good Hope, South Africa","","","","","",NA,""
"1293","Simonsbaai","-34.35","18.5","Pilot #2, p191","Cape of Good Hope, South Africa","","","","","",NA,""
"1294","Simonsbaaij","-34.35","18.5","Pilot #2, p191","Cape of Good Hope, South Africa","","","","","",NA,""
"1295","Simonsbaay","-34.35","18.5","Pilot #2, p191","Cape of Good Hope, South Africa","","","","","",NA,""
"1296","Simonsbaay, Baai Falso","-34.35","18.5","Pilot #2, p191","Cape of Good Hope, South Africa","","","","","",NA,""
"1297","Simonsbaay, Kaap de Goede Hoop","-34.35","18.5","Pilot #2, p191","Cape of Good Hope, South Africa","","","","","",NA,""
"1298","Sina rivier","5.02","-9.05","Times Atlas of the World","Sinoe River, Liberia","","","","","",NA,""
"1299","Singels","50.67","-1.58","Pilot #27","Shingles, Isle of Wight","","","","","",NA,""
"1300","Sint Helena","-15.93","-5.73","","Jamestown","","","","","",NA,""
"1301","Sint Martin","18.08","-63.08","Times Atlas of the World","Sint Maarten, Leeward Is, W.I.","","","","","",NA,""
"1302","Sipora","-2.17","99.67","Schoolatlas der gehele Aarde, 1927","Sipora, Indonesia","","","","","",NA,""
"1303","small isle, S-America","-54.73","-70","","","","","","","",NA,""
"1304","Smurenberg",NA,NA,"","","","Spitzbergen","North Atlantic","","",NA,""
"1305","Socotra","12.6","53.98","","Hadiboh","","","","","",NA,""
"1306","Soerabaja","-7.23","112.75","Times Atlas of the World","Surabaya, Java, Indonesia","","","","","",NA,""
"1307","Soerabaya","-7.23","112.75","Times Atlas of the World","Surabaya, Java, Indonesia","","","","","",NA,""
"1308","Sombrero island, WI (near St Eustatius)","18.62","-63.43","","","","","","","",NA,""
"1309","soundings","0","0","","","","","","","",NA,""
"1310","Sourabaija","-7.23","112.75","Times Atlas of the World","Surabaya, Java, Indonesia","","","","","",NA,""
"1311","Souratta","21.1667","72.9","Times Atlas of the World","Surat, Gujarat, India","","","","","",NA,""
"1312","South America east cape","-54.83","-64.4","","","","","","","",NA,""
"1313","South End of Tenerife","28","-16.7","","","","","","","",NA,""
"1314","South end of the Bermudas","32.2667","-64.85","","","","","","","",NA,""
"1315","South Foreland","51.22","1.61","","","","","","","",NA,""
"1316","South Point of Borneo","-4.2","114.7","Indonesia Pilot #34","","","","","","",NA,""
"1317","Southern most Nicobar","7","93.8","","","","","","","",NA,""
"1318","Spaethead","50.75","-1.16666666666667","Times Atlas of the World","Spithead, Isle of Wight","","Portsmouth","North Atlantic","","",NA,""
"1319","Spithead","50.75","-1.16666666666667","Times Atlas of the World","Spithead, Isle of Wight","","Portsmouth","North Atlantic","","",NA,""
"1320","St Agnes Head","49.88","-6.33","Lloyds Maritime Atlas","St Agnes Island","","","","","",NA,""
"1321","St Agnus","49.88","-6.33","Lloyds Maritime Atlas","St Agnes Island","","","","","",NA,""
"1322","St Agnus Lighthouse","49.88","-6.33","Lloyds Maritime Atlas","St Agnes Island","","","","","",NA,""
"1323","St Anna Baai","12.2","-68.95","Times Atlas of the World","St. Anna-baai, Curacao, W.I.","","","","","",NA,""
"1324","St Anna Baai, Curacao","12.2","-68.95","Times Atlas of the World","St. Anna Baai, Curacao","","","","","",NA,""
"1325","St Anna Baay, Curacao","12.2","-68.95","Times Atlas of the World","St. Anna Baai, Curacao","","","","","",NA,""
"1326","St Antonia/St Antao, Cape Verdes","17.07","-25.08","","","","","","","",NA,""
"1327","St Antonio","17","-24","","","Santo Antao","Cape Verde Islands","North Atlantic","","",NA,""
"1328","St Augustin Point","-23.4","43.6666","","","","","","","",NA,""
"1329","St Augustine","29.88","-81.28","East Coast of the United States Pilot, Vol II, #69","","","","","","",NA,""
"1330","St Augustines","-23.4","43.6666","","St Augustine's Bay, Madagascar","","","","","",NA,""
"1331","St Augustines (Florida)","29.88","-81.3333","East Coast of the United States Pilot, Vol II, #69","","","","","","",NA,""
"1332","St Augustines Bay","-23.4","43.6666","","St Augustine's Bay, Madagascar","","","","","",NA,""
"1333","St Augustines Bay Madagascar","-23.4","43.6666","","St Augustine's Bay, Madagascar","","","","","",NA,""
"1334","St Augustins","-23.4","43.6666","","St Augustine's Bay, Madagascar","","","","","",NA,""
"1335","St Augustins Bay","-23.4","43.6666","","St Augustine's Bay, Madagascar","","","","","",NA,""
"1336","St Augustin's Bay","-23.4","43.6666","","Toliara","","South-west coast of Madagascar, on Tropic of Capricorn","Indian Ocean","","",NA,""
"1337","St Catharinabaai","38.73","-9.13","Times Atlas of the World","near Lisbon","","","","","",NA,""
"1338","St Catherina","38.73","-9.13","Times Atlas of the World","near Lisbon","","","","","",NA,""
"1339","St Catherine","-27.6363","-48.45","Times Atlas of the World","Ilha de Sta Catarina, Brazil","","","","","",NA,""
"1340","St Catherines Point, Isle of Wight","50.57","-1.3","","","","","","","",NA,""
"1341","St Catherine's Point, Isle of Wight","50.57","-1.3","","","","","","","",NA,""
"1342","St Christoffel","17.35","-62.8","","","","","","","",NA,""
"1343","St Christopher island, WI","17.35","-62.8","","","","","","","",NA,""
"1344","St Cruize","28.47","-16.25","Times Atlas of the World","Santa Cruz de Teneriffe","","","","","",NA,""
"1345","St Cruz","28.47","-16.25","Times Atlas of the World","Santa Cruz de Teneriffe","","","","","",NA,""
"1346","St Cruz de Tenerife","28.47","-16.25","Times Atlas of the World","Santa Cruz de Teneriffe","","","","","",NA,""
"1347","St Domingo","18.5","-69.95","Times Atlas of the World","Santo Domingo, Dominican Rep.","","","","","",NA,""
"1348","St Eustacius","7.55","-63","Times Atlas of the World","Sint Eustatius, WI","","","","","",NA,""
"1349","St Eustasius","7.55","-63","Times Atlas of the World","Sint Eustatius, WI","","","","","",NA,""
"1350","St Eustatius","7.55","-63","Times Atlas of the World","Sint Eustatius, WI","","","","","",NA,""
"1351","St George d'Elmina","5.15","1.32","Times Atlas of the World","Elmina, Ghana","","","","","",NA,""
"1352","St Georges Island","38.6","-28","RayTech Navigator","Ilha Sao Gorge","","Azores","North Atlantic","","",NA,""
"1353","St Helena","-15.93","-5.73","","Jamestown","","","South Atlantic","","",NA,""
"1354","St Hellena","-15.93","-5.73","","Jamestown","","","South Atlantic","","",NA,""
"1355","St Jacobsbaai","13.27","-59.58","Davidrumsey.com","near Greenland, Barbados","","","","","",NA,""
"1356","St Jago","14.92","-23.52","","Porto Praia, Cape Verdes","","","","","",NA,""
"1357","St Jean de Nova","-17.03","43.7","Times Atlas of the World","Juan de Nova, Isld Madagascar","","in Mozambique Channel","Indian Ocean","","",NA,""
"1358","St John D'Nova","-17.03","43.7","Times Atlas of the World","Juan de Nova, Isld Madagascar","","","","","",NA,""
"1359","St Johns","21.17","72.9","","","","","","","",NA,""
"1360","St Johns Antigua","17.15","-61.82","","Antigua, Windward Islands, Carib.","","","","","",NA,""
"1361","St John's Harbour","47.57","-52.72","","","","","","","",NA,""
"1362","St Johns Head","47.57","-52.72","","","","","","","",NA,""
"1363","St John's India =Bombay? {fake coord}","5.87","75","","","","","","","",NA,""
"1364","St John's Newfoundland","47.55","-52.7","","","","","","","",NA,""
"1365","St Johns Road Antigua","17.15","-61.82","","Antigua, Windward Islands, Carib.","","","","","",NA,""
"1366","St Johns(2)","8.47","126.4","Pilot #33, p. 337","is Lamon Point, east coast Mindanao","","","","","",NA,""
"1367","St John's, Newfoundland","47.57","-52.72","","","","","","","",NA,""
"1368","St John's, SW Madagascar, near St Aug","-23.52","43.77","","","","","","","",NA,""
"1369","St Juan de Porto Rico","18.48","-66.13","Times Atlas of the World","San Juan, Puerto Rico","","","","","",NA,""
"1370","St Julian's","-49.28","-67.75","","San Julian, Argentina","","","","","",NA,""
"1371","St Katherine's isl, Braz (Florianopolis)","-27.58","-48.57","","","","","","","",NA,""
"1372","St Katherines Point, Isle of Wight","50.57","-1.3","","","","","","","",NA,""
"1373","St Kits","17.42","-62.75","Times Atlas of the World","St. Kitts, WI","","","","","",NA,""
"1374","St Lawrence Harbour","46.9","-55.38","Times Atlas of the World","St Lawrence, Newfoundland, Canada","","Burin Peninsular, Newfoundland","North Atlantic","","",NA,""
"1375","St Maarten (S Martens Eylant)","18.08","-63.08","Times Atlas of the World","St Maarten, WI","","","","","",NA,""
"1376","St Martin","18.08","-63.08","Times Atlas of the World","St Maarten, WI","","","","","",NA,""
"1377","St Martins","18.08","-63.08","Times Atlas of the World","St Maarten, WI","","","","","",NA,""
"1378","St Marys","-16.98","49.85","","","","","","","",NA,""
"1379","St Mary's","36.93","-25.15","","Vila do Porto, Azores","","Azores","North Atlantic Ocean","","",NA,""
"1380","St Mary's Bay Madagascar","-16.98","49.85","NNM","Ambodifototra on Nosy Boraha Island.","","","","","",NA,""
"1381","St Mary's Bay, Madagascar","-16.8","50","","Ambodifotatra","Nosey Boraha","West side of St Mary's Island, NE Madagascar","Indian","","",NA,""
"1382","St Marys Island","-16.9","49.9","","","","","","","",NA,""
"1383","St Mary's Island","-26.02","32.97","Davidrumsey.com","Inhaca, Mozambique","","Dallago Bay, Maputo","Indian Ocean","","",NA,""
"1384","St Mary's island N Madagascar (N cape?)","-15.83","49.93","NNM","Nosy Boraha Island.","","","","","",NA,""
"1385","St Mary's Road Madagascar","-16.98","49.85","NNM","Ambodifototra on Nosy Boraha Island.","","","","","",NA,""
"1386","St Mary's Scilly","49.92","-6.3","","Scilly isl, England (St Marys)","","","","","",NA,""
"1387","St Marys, Madagascar","-16.9","49.9","","","","","","","",NA,""
"1388","St Matthews island","-2.67","2.47","","","","","","","",NA,""
"1389","St Michael","37.73","-25.67","","Sao Miguel, Azores","","","","","",NA,""
"1390","St Michaels","37.73","-25.67","","","","","","","",NA,""
"1391","St Michaels, Azores","37.73","-25.67","","","","","","","",NA,""
"1392","St Nicolaas hoek","-5.9167","106","Times Atlas of the World","Merak, Java, Indonesia","","","","","",NA,""
"1393","St Nicolaaspunt","-5.9167","106","Times Atlas of the World","Merak, Java, Indonesia","","","","","",NA,""
"1394","St Palmiras","20.77","86.98","","","","","","","",NA,""
"1395","St Paul island, Indian Ocean","-38.73","77.5","","","","","","","",NA,""
"1396","St Paul Rocks","0.916666666666667","-29.25","","","","North-east of Brazil","South Atlantic","","",NA,""
"1397","St Paulo","-8.8","13.2","","","","","","","",NA,""
"1398","St Paulo Leando island, Angola","-8.8","13.2","","","","","","","",NA,""
"1399","St Pauls","-38.73","77.5","","","","","","","",NA,""
"1400","St Pauls, Reunion","-21.1","55.5333","","","","","","","",NA,""
"1401","St Pedro","17.48","55.65","Red Sea and Gulf of Aden Pilot #64","Hasikiya Island (Kuria Muria Islands)???","","","","","",NA,""
"1402","St Pedro Island","17.48","55.65","Red Sea and Gulf of Aden Pilot #64","Hasikiya Island (Kuria Muria Islands)???","","","","","",NA,""
"1403","St Peters","46.78","-56.17","Times Atlas of the World","Isle St Pierre","","Cabot Strait, Newfoundland","North Atlantic","","",NA,""
"1404","St Pierre","46.79","-56.1667","Lloyds Maritime Atlas","St Pierre Island","","Newfoundland","N Atlantic","","",NA,""
